feature	r
Neurosynth_TFIDF__responsiveness	0.0196448342113231
Neurosynth_TFIDF__task difficulty	0.0195918474120325
Neurosynth_TFIDF__random	0.0195821515616865
Neurosynth_TFIDF__shifted	0.0195683524074045
Neurosynth_TFIDF__associations	0.01955401774499
Neurosynth_TFIDF__construct	0.019504369459553
Neurosynth_TFIDF__executive function	0.019504369459553
Neurosynth_TFIDF__engage	0.0191529465852622
Neurosynth_TFIDF__visuo spatial	0.0188988818887833
Neurosynth_TFIDF__treated	0.0188753837280928
Neurosynth_TFIDF__choice	0.0188605884939886
Neurosynth_TFIDF__efficiency	0.0188555190066541
Neurosynth_TFIDF__extended	0.0186898442843629
Neurosynth_TFIDF__fronto striatal	0.0185783092122145
Neurosynth_TFIDF__dominant	0.0185634070738524
Neurosynth_TFIDF__temporal lobe	0.0184920171812556
Neurosynth_TFIDF__substantial	0.0183907013727828
Neurosynth_TFIDF__collected	0.0182538224398001
Neurosynth_TFIDF__drugs	0.0182429760137207
Neurosynth_TFIDF__mg	0.0182160173604429
Neurosynth_TFIDF__connected	0.018030643480292
Neurosynth_TFIDF__regardless	0.0180247708298914
Neurosynth_TFIDF__supported	0.0179635284960676
Neurosynth_TFIDF__yield	0.0178608161253828
Neurosynth_TFIDF__resources	0.017818162444656
Neurosynth_TFIDF__attending	0.0178046384797714
Neurosynth_TFIDF__differentially	0.0177444331016101
Neurosynth_TFIDF__monitor	0.0176294661659496
Neurosynth_TFIDF__global	0.0175380816143954
Neurosynth_TFIDF__designs	0.0175145631747021
Neurosynth_TFIDF__frontal lobes	0.0173914776215111
Neurosynth_TFIDF__sentences	0.0168768411820416
Neurosynth_TFIDF__predictions	0.0165044038329651
Neurosynth_TFIDF__computational	0.0162116043040532
Neurosynth_TFIDF__direction	0.0161594622637051
Neurosynth_TFIDF__interpret	0.0161511200187707
Neurosynth_TFIDF__integrated	0.016138961212361
Neurosynth_TFIDF__discriminated	0.0161159465450882
Neurosynth_TFIDF__derived	0.0161077064151754
Neurosynth_TFIDF__modified	0.0160059810192379
Neurosynth_TFIDF__ranging	0.0158565750509668
Neurosynth_TFIDF__action	0.0158199486309341
Neurosynth_TFIDF__variability	0.0158106444887133
Neurosynth_TFIDF__flexibility	0.0156986211714414
Neurosynth_TFIDF__discussion	0.0156986211714414
Neurosynth_TFIDF__action observation	0.0156191863682631
Neurosynth_TFIDF__rewards	0.0156116593154324
Neurosynth_TFIDF__participated	0.0153739997853041
Neurosynth_TFIDF__processed	0.0153506010879049
Neurosynth_TFIDF__designed	0.0153460756088192
Neurosynth_TFIDF__temporal inferior	0.0153452211516536
Neurosynth_TFIDF__29	0.0152005287043565
Neurosynth_TFIDF__mediate	0.0151852748904596
Neurosynth_TFIDF__28	0.015168066095427
Neurosynth_TFIDF__uniquely	0.0151266349223679
Neurosynth_TFIDF__articulatory	0.0148474552677017
Neurosynth_TFIDF__sensitive	0.0147600655493991
Neurosynth_TFIDF__functions	0.0147523973770138
Neurosynth_TFIDF__expression	0.0147255015125944
Neurosynth_TFIDF__voxel wise	0.0146957522264304
Neurosynth_TFIDF__particular	0.0146676258489653
Neurosynth_TFIDF__prefrontal	0.0146665888394617
Neurosynth_TFIDF__finger movements	0.0143881286464057
Neurosynth_TFIDF__age gender	0.014338920941727
Neurosynth_TFIDF__implicated	0.0143205480673663
Neurosynth_TFIDF__normally	0.0143147696472592
Neurosynth_TFIDF__largely	0.0141702896494922
Neurosynth_TFIDF__fully	0.0141080910696254
Neurosynth_TFIDF__self reported	0.0140529484963491
Neurosynth_TFIDF__detected	0.0140367159360498
Neurosynth_TFIDF__magnitude	0.0139564658490006
Neurosynth_TFIDF__asked	0.0138661908887082
Neurosynth_TFIDF__differently	0.0135552422220396
Neurosynth_TFIDF__extracted	0.0135449835694598
Neurosynth_TFIDF__healthy handed	0.0134696024784528
Neurosynth_TFIDF__disorder ocd	0.013302240880957
Neurosynth_TFIDF__neutral pictures	0.013302240880957
Neurosynth_TFIDF__ocd	0.013302240880957
Neurosynth_TFIDF__sided	0.0132906183822848
Neurosynth_TFIDF__inferior	0.0132464429654253
Neurosynth_TFIDF__condition	0.0132206779986841
Neurosynth_TFIDF__appraisal	0.0132071361560146
Neurosynth_TFIDF__superior	0.0131041539356312
Neurosynth_TFIDF__invasive	0.0130914088430277
Neurosynth_TFIDF__task	0.0130853805108035
Neurosynth_TFIDF__subsequent	0.0130385249567808
Neurosynth_TFIDF__represented	0.0130380663392011
Neurosynth_TFIDF__methodology	0.0129863087840645
Neurosynth_TFIDF__conveyed	0.0127982720235903
Neurosynth_TFIDF__analyzed using	0.0127402506366476
Neurosynth_TFIDF__intact	0.0126828133874349
Neurosynth_TFIDF__judgment	0.0126306676452129
Neurosynth_TFIDF__separation	0.0125425703825901
Neurosynth_TFIDF__response inhibition	0.0123144060297806
Neurosynth_TFIDF__pathological	0.0121163823285753
Neurosynth_TFIDF__mass	0.0120400374989428
Neurosynth_TFIDF__neuroscience	0.012002443035217
Neurosynth_TFIDF__worse	0.0119730282114305
Neurosynth_TFIDF__hz	0.0118409996328859
Neurosynth_TFIDF__verbal fluency	0.0116479468504356
Neurosynth_TFIDF__disrupted	0.0115758917788128
Neurosynth_TFIDF__account	0.0114250700438996
Neurosynth_TFIDF__primary sensorimotor	0.0113349478965338
Neurosynth_TFIDF__stimuli	0.0113326466344106
Neurosynth_TFIDF__passive	0.0109682477064818
Neurosynth_TFIDF__spatial temporal	0.0107836525438094
Neurosynth_TFIDF__class	0.0106255504917103
Neurosynth_TFIDF__interactions	0.0104805092758915
Neurosynth_TFIDF__maintaining	0.0104620950669666
Neurosynth_TFIDF__motor performance	0.0104416527927836
Neurosynth_TFIDF__traditional	0.010338422443805
Neurosynth_TFIDF__functional network	0.0101572644540129
Neurosynth_TFIDF__multi	0.0101187081209709
Neurosynth_TFIDF__extending	0.0101126315344891
Neurosynth_TFIDF__considered	0.0100040091961837
Neurosynth_TFIDF__dopamine	0.0099548480929082
Neurosynth_TFIDF__stroop	0.0099348606611058
Neurosynth_TFIDF__inter	0.0098115196452553
Neurosynth_TFIDF__varying	0.009809535772776
Neurosynth_TFIDF__users	0.0097910204642532
Neurosynth_TFIDF__chinese	0.0097626481712369
Neurosynth_TFIDF__placebo	0.0097028521588586
Neurosynth_TFIDF__judgment task	0.0097025222765097
Neurosynth_TFIDF__determining	0.009607250765932
Neurosynth_TFIDF__disorder	0.0095753536150733
Neurosynth_TFIDF__written	0.0095288137620047
Neurosynth_TFIDF__dynamic	0.0094193749605367
Neurosynth_TFIDF__wm task	0.0093350795545072
Neurosynth_TFIDF__differing	0.0093280155285321
Neurosynth_TFIDF__specialized	0.0093023676006491
Neurosynth_TFIDF__roles	0.0093005101465776
Neurosynth_TFIDF__neurons	0.0091356096877156
Neurosynth_TFIDF__contrary	0.0089185777460535
Neurosynth_TFIDF__shows	0.0089056872803717
Neurosynth_TFIDF__neurobiology	0.008896040131325
Neurosynth_TFIDF__additionally	0.0088614642976872
Neurosynth_TFIDF__22	0.0088007292044188
Neurosynth_TFIDF__clinically	0.0086952257454498
Neurosynth_TFIDF__exposed	0.0086505504796147
Neurosynth_TFIDF__factors	0.0086403641198254
Neurosynth_TFIDF__relate	0.0084850903054577
Neurosynth_TFIDF__young older	0.0084249627098987
Neurosynth_TFIDF__men	0.0083845089406831
Neurosynth_TFIDF__volunteers	0.0082713046702858
Neurosynth_TFIDF__word pairs	0.0082677131606349
Neurosynth_TFIDF__reliability	0.0081095971931922
Neurosynth_TFIDF__disentangle	0.0081063793155504
Neurosynth_TFIDF__delayed	0.0080513947168622
Neurosynth_TFIDF__display	0.0078052164865322
Neurosynth_TFIDF__behavioral performance	0.007792139730102
Neurosynth_TFIDF__encompassing	0.0077249468800693
Neurosynth_TFIDF__parts	0.00770698514615
Neurosynth_TFIDF__speaking	0.0076957881535334
Neurosynth_TFIDF__controls	0.007685788637903
Neurosynth_TFIDF__age	0.0076477063174326
Neurosynth_TFIDF__imply	0.0076245736461272
Neurosynth_TFIDF__introduced	0.0076060110549861
Neurosynth_TFIDF__handedness	0.0075372796025979
Neurosynth_TFIDF__tesla	0.0075206238232763
Neurosynth_TFIDF__strongly	0.007397316721789
Neurosynth_TFIDF__deep	0.0073277326260151
Neurosynth_TFIDF__unknown	0.007314850224193
Neurosynth_TFIDF__axis	0.007265895877271
Neurosynth_TFIDF__depicting	0.0071279011068398
Neurosynth_TFIDF__parallel	0.0070515554421408
Neurosynth_TFIDF__longer	0.006866374616092
Neurosynth_TFIDF__inference	0.0068282192555825
Neurosynth_TFIDF__vbm	0.0067959895832163
Neurosynth_TFIDF__morphometry vbm	0.0067959895832163
Neurosynth_TFIDF__morphology	0.0067959895832163
Neurosynth_TFIDF__sensory information	0.0067763727007271
Neurosynth_TFIDF__generalized	0.0066792259989957
Neurosynth_TFIDF__likely	0.0066432803639861
Neurosynth_TFIDF__functionally	0.0065590859460345
Neurosynth_TFIDF__implicate	0.0063784875161748
Neurosynth_TFIDF__dysregulation	0.0059777892794769
Neurosynth_TFIDF__advantage	0.0059480517624234
Neurosynth_TFIDF__reflects	0.0059480301911973
Neurosynth_TFIDF__broca	0.0059359575207978
Neurosynth_TFIDF__reducing	0.0058132351045753
Neurosynth_TFIDF__34	0.0058132351045753
Neurosynth_TFIDF__functional coupling	0.0058132351045753
Neurosynth_TFIDF__correlation analyses	0.0058132351045753
Neurosynth_TFIDF__mediates	0.0057917263481231
Neurosynth_TFIDF__major	0.0057793199452252
Neurosynth_TFIDF__efficient	0.0056719468820464
Neurosynth_TFIDF__event functional	0.005617181553312
Neurosynth_TFIDF__structures involved	0.0055747915100346
Neurosynth_TFIDF__group comparisons	0.0053973220435683
Neurosynth_TFIDF__switching	0.0052963949904583
Neurosynth_TFIDF__networks	0.0052734048314392
Neurosynth_TFIDF__development	0.0051793300534088
Neurosynth_TFIDF__hypothesize	0.0050708003473393
Neurosynth_TFIDF__consequently	0.0050708003473393
Neurosynth_TFIDF__occurs	0.0050544802819562
Neurosynth_TFIDF__conscious	0.0049982913459984
Neurosynth_TFIDF__neuro	0.0049310225843625
Neurosynth_TFIDF__oxygenation level	0.0049015102469189
Neurosynth_TFIDF__occurrence	0.0047564355267128
Neurosynth_TFIDF__mapping	0.0047204994577233
Neurosynth_TFIDF__time	0.0046326272521512
Neurosynth_TFIDF__demonstrated	0.004604547046788
Neurosynth_TFIDF__video	0.0045873760583019
Neurosynth_TFIDF__sequence	0.0045829511841781
Neurosynth_TFIDF__factorial	0.004578347642535
Neurosynth_TFIDF__specified	0.0044750568734338
Neurosynth_TFIDF__plays important	0.0043929830433085
Neurosynth_TFIDF__preference	0.004208874162551
Neurosynth_TFIDF__pathways	0.0041773747627132
Neurosynth_TFIDF__combination	0.0041617463072997
Neurosynth_TFIDF__49	0.004119277330449
Neurosynth_TFIDF__continuously	0.0041104658740175
Neurosynth_TFIDF__preparation	0.0041041526747085
Neurosynth_TFIDF__dlpfc	0.0039750799826636
Neurosynth_TFIDF__neutral	0.0038883220024284
Neurosynth_TFIDF__overlapping	0.0038103727188777
Neurosynth_TFIDF__employing	0.0037460673114865
Neurosynth_TFIDF__lobule	0.0037146556396378
Neurosynth_TFIDF__differentiate	0.0036436026899213
Neurosynth_TFIDF__years	0.0034950893825862
Neurosynth_TFIDF__index	0.0033618016061913
Neurosynth_TFIDF__general	0.0032863501608839
Neurosynth_TFIDF__reveal	0.0032818466392164
Neurosynth_TFIDF__subtraction	0.0031613987578412
Neurosynth_TFIDF__abnormal	0.002959838604904
Neurosynth_TFIDF__year	0.0027677086211049
Neurosynth_TFIDF__periaqueductal	0.0026832754794285
Neurosynth_TFIDF__understood	0.0026551742427766
Neurosynth_TFIDF__method	0.0026493113609379
Neurosynth_TFIDF__model	0.0026485821145666
Neurosynth_TFIDF__details	0.0025211772413077
Neurosynth_TFIDF__criteria	0.0024740532555707
Neurosynth_TFIDF__furthermore	0.002455629888292
Neurosynth_TFIDF__orthographic	0.0023506643080113
Neurosynth_TFIDF__characters	0.0023506643080113
Neurosynth_TFIDF__stimulus response	0.0023283418238816
Neurosynth_TFIDF__similarly	0.0022836540790507
Neurosynth_TFIDF__times	0.0022473862559943
Neurosynth_TFIDF__wise	0.0022318986112825
Neurosynth_TFIDF__neurodevelopmental	0.0021328072120567
Neurosynth_TFIDF__flow	0.0020631306636437
Neurosynth_TFIDF__implemented	0.0020486056099319
Neurosynth_TFIDF__concentration	0.0019228496212342
Neurosynth_TFIDF__gain	0.0018441222109384
Neurosynth_TFIDF__estimate	0.001743082042341
Neurosynth_TFIDF__fluency	0.0017373488512835
Neurosynth_TFIDF__presentation	0.0016903527675287
Neurosynth_TFIDF__scanned using	0.0014949185893527
Neurosynth_TFIDF__controlled	0.0014166585841789
Neurosynth_TFIDF__anatomically	0.0013812933941304
Neurosynth_TFIDF__parietal lobe	0.0013749954134956
Neurosynth_TFIDF__age sex	0.0013735249425063
Neurosynth_TFIDF__si	0.0013240214707311
Neurosynth_TFIDF__list	0.0010410814475771
Neurosynth_TFIDF__reaction time	0.0009397939346284
Neurosynth_TFIDF__visual stream	0.0009164271967632
Neurosynth_TFIDF__general linear	0.000810337098944
Neurosynth_TFIDF__monetary	0.0007432125258844
Neurosynth_TFIDF__location	0.0007066371284418
Neurosynth_TFIDF__provide evidence	0.0005948189967126
Neurosynth_TFIDF__shape	0.0005156635693429
Neurosynth_TFIDF__23	0.0003730417345032
Neurosynth_TFIDF__schizophrenia	0.0003727887563908
Neurosynth_TFIDF__modality	0.0002512462094785
Neurosynth_TFIDF__substrates	0.0002499785912926
Neurosynth_TFIDF__nodes	5.146589638564407e-05
Neurosynth_TFIDF__visuomotor	1.739464212686339e-05
Neurosynth_TFIDF__cortical	-3.99257195782765e-06
Neurosynth_TFIDF__approximately	-8.57680815878173e-05
Neurosynth_TFIDF__test	-8.602282991079662e-05
Neurosynth_TFIDF__directions	-0.000138611884382
Neurosynth_TFIDF__lateral parietal	-0.0001660504861212
Neurosynth_TFIDF__requirements	-0.000401639371645
Neurosynth_TFIDF__morphometry	-0.000433880523841
Neurosynth_TFIDF__typical	-0.0005557735668798
Neurosynth_TFIDF__medial temporal	-0.0006987949012179
Neurosynth_TFIDF__markers	-0.0007221557603658
Neurosynth_TFIDF__episodic memory	-0.0008957035194667
Neurosynth_TFIDF__perform	-0.0011097222946181
Neurosynth_TFIDF__disease	-0.0012518554500324
Neurosynth_TFIDF__children	-0.001254226260634
Neurosynth_TFIDF__consisted	-0.0013960422279109
Neurosynth_TFIDF__point	-0.0013996295357523
Neurosynth_TFIDF__nouns	-0.0014363162595847
Neurosynth_TFIDF__framework	-0.0015932366671856
Neurosynth_TFIDF__cortex medial	-0.0016093860328228
Neurosynth_TFIDF__field	-0.0016334392758925
Neurosynth_TFIDF__generated	-0.0016664056808239
Neurosynth_TFIDF__symptoms	-0.0019668640116404
Neurosynth_TFIDF__multimodal	-0.0019881150592409
Neurosynth_TFIDF__anxiety	-0.0022180114092324
Neurosynth_TFIDF__spatial information	-0.0023435467780069
Neurosynth_TFIDF__differed	-0.0023871474102942
Neurosynth_TFIDF__neuropsychological	-0.0024779105357867
Neurosynth_TFIDF__automatically	-0.0025726424694339
Neurosynth_TFIDF__estimation	-0.0026014648935072
Neurosynth_TFIDF__characteristic	-0.0026303812564309
Neurosynth_TFIDF__linear model	-0.0027056471253284
Neurosynth_TFIDF__caudate	-0.0027448951058594
Neurosynth_TFIDF__everyday	-0.0027528886123769
Neurosynth_TFIDF__prolonged	-0.0029049836357413
Neurosynth_TFIDF__separated	-0.0029438092876131
Neurosynth_TFIDF__responding	-0.0029763762693095
Neurosynth_TFIDF__preferential	-0.0030858072767198
Neurosynth_TFIDF__ones	-0.0032213727236755
Neurosynth_TFIDF__group	-0.0032995896767713
Neurosynth_TFIDF__factorial design	-0.0033315221204399
Neurosynth_TFIDF__aberrant	-0.0033543448370906
Neurosynth_TFIDF__exist	-0.0034486231290661
Neurosynth_TFIDF__storage	-0.0035410236332781
Neurosynth_TFIDF__high frequency	-0.0036092264344698
Neurosynth_TFIDF__low frequency	-0.0036092264344698
Neurosynth_TFIDF__intra	-0.0036260425301679
Neurosynth_TFIDF__short	-0.0036383421625155
Neurosynth_TFIDF__precuneus posterior	-0.0036605713426137
Neurosynth_TFIDF__stroop task	-0.0037144639516475
Neurosynth_TFIDF__lobe	-0.0037179579224624
Neurosynth_TFIDF__improved	-0.003727220562304
Neurosynth_TFIDF__thoughts	-0.0037884954482462
Neurosynth_TFIDF__dysfunctional	-0.00381896106738
Neurosynth_TFIDF__diagnostic	-0.0039091179879583
Neurosynth_TFIDF__behavioral level	-0.0039091179879583
Neurosynth_TFIDF__factor	-0.0039729553375657
Neurosynth_TFIDF__continuous	-0.0039980284218472
Neurosynth_TFIDF__measuring	-0.0040285296154121
Neurosynth_TFIDF__endogenous	-0.0040343288814484
Neurosynth_TFIDF__cued	-0.0040998109183612
Neurosynth_TFIDF__properties	-0.0041077809806458
Neurosynth_TFIDF__shifts	-0.0042466308044037
Neurosynth_TFIDF__dorsal ventral	-0.0043659324709232
Neurosynth_TFIDF__allow	-0.0044546888786915
Neurosynth_TFIDF__angular gyrus	-0.0044942023448318
Neurosynth_TFIDF__16 healthy	-0.0045462083366284
Neurosynth_TFIDF__incongruent	-0.0046629496260005
Neurosynth_TFIDF__attempt	-0.0046726375280582
Neurosynth_TFIDF__reduction	-0.0047138399078981
Neurosynth_TFIDF__transformation	-0.0047409307282991
Neurosynth_TFIDF__watched	-0.0048635865817247
Neurosynth_TFIDF__promising	-0.0049409925094111
Neurosynth_TFIDF__includes	-0.0050906742560544
Neurosynth_TFIDF__control task	-0.0052324771229912
Neurosynth_TFIDF__abnormality	-0.0053696756787877
Neurosynth_TFIDF__demonstrating	-0.0053890026293102
Neurosynth_TFIDF__score	-0.0053890728259971
Neurosynth_TFIDF__exclusively	-0.0054267678378103
Neurosynth_TFIDF__currently	-0.0054392291122442
Neurosynth_TFIDF__mapped	-0.0055744048287301
Neurosynth_TFIDF__trigger	-0.0056130850518281
Neurosynth_TFIDF__core	-0.0058462620664722
Neurosynth_TFIDF__potentially	-0.0058823914800145
Neurosynth_TFIDF__feature	-0.0058831153758422
Neurosynth_TFIDF__3t	-0.00590547545333
Neurosynth_TFIDF__spontaneous	-0.0059114732909481
Neurosynth_TFIDF__cortex cerebellum	-0.0060046630329835
Neurosynth_TFIDF__features	-0.006031824626795
Neurosynth_TFIDF__effective	-0.0060542092936935
Neurosynth_TFIDF__depended	-0.0060846574133807
Neurosynth_TFIDF__motor task	-0.0061140230333518
Neurosynth_TFIDF__gender	-0.0061704285684366
Neurosynth_TFIDF__pre	-0.0062551574947029
Neurosynth_TFIDF__utility	-0.0062801133610576
Neurosynth_TFIDF__result	-0.006314881531723
Neurosynth_TFIDF__hemispheric	-0.0063283001360232
Neurosynth_TFIDF__selectivity	-0.0063625771730209
Neurosynth_TFIDF__emotional valence	-0.0063915734512502
Neurosynth_TFIDF__central	-0.0064148470431439
Neurosynth_TFIDF__moral	-0.0064779520063493
Neurosynth_TFIDF__strong	-0.0064792019346536
Neurosynth_TFIDF__visuo	-0.0065654019992515
Neurosynth_TFIDF__analyzed	-0.0065664348243455
Neurosynth_TFIDF__conventional	-0.006581425445209
Neurosynth_TFIDF__middle temporal	-0.0066989383931806
Neurosynth_TFIDF__contributions	-0.0068307739760474
Neurosynth_TFIDF__alzheimer disease	-0.0068495909821417
Neurosynth_TFIDF__alzheimer	-0.0068495909821417
Neurosynth_TFIDF__amygdala hippocampus	-0.0068946648258821
Neurosynth_TFIDF__paired	-0.006929199933358
Neurosynth_TFIDF__relatively	-0.0069597541519643
Neurosynth_TFIDF__attentional control	-0.0069837828928043
Neurosynth_TFIDF__temporal pole	-0.007028784305282
Neurosynth_TFIDF__lateral prefrontal	-0.0070709687701396
Neurosynth_TFIDF__subserve	-0.0070798025863155
Neurosynth_TFIDF__conducted	-0.0071042432380699
Neurosynth_TFIDF__neutral stimuli	-0.0071143603746046
Neurosynth_TFIDF__false	-0.0071398459311135
Neurosynth_TFIDF__verbs	-0.0073614682000829
Neurosynth_TFIDF__separately	-0.0074635880607288
Neurosynth_TFIDF__alternating	-0.0075311689499192
Neurosynth_TFIDF__dorsomedial	-0.0075870694974679
Neurosynth_TFIDF__clinical	-0.0077438771344408
Neurosynth_TFIDF__response times	-0.0078017962203002
Neurosynth_TFIDF__importantly	-0.007809167631805
Neurosynth_TFIDF__previous work	-0.0078326933499765
Neurosynth_TFIDF__learning task	-0.007884448898189
Neurosynth_TFIDF__greatest	-0.0079005384394729
Neurosynth_TFIDF__neurofunctional	-0.007954370069283
Neurosynth_TFIDF__making	-0.0079743224447549
Neurosynth_TFIDF__control groups	-0.0080962164218041
Neurosynth_TFIDF__assigned	-0.0081625273337197
Neurosynth_TFIDF__cerebellar	-0.0082776190397161
Neurosynth_TFIDF__caused	-0.0085137828929152
Neurosynth_TFIDF__visual word	-0.0085357023636356
Neurosynth_TFIDF__extent	-0.0085639032937814
Neurosynth_TFIDF__motor response	-0.0086470951445247
Neurosynth_TFIDF__recognizing	-0.0086545012367823
Neurosynth_TFIDF__techniques	-0.008929393758207
Neurosynth_TFIDF__purpose	-0.0091386352117636
Neurosynth_TFIDF__memory performance	-0.0094436504450859
Neurosynth_TFIDF__assumed	-0.0094595182039391
Neurosynth_TFIDF__differentiated	-0.0095346829688625
Neurosynth_TFIDF__dissociation	-0.0095361277557313
Neurosynth_TFIDF__100	-0.0095744138417765
Neurosynth_TFIDF__task functional	-0.0095836868581339
Neurosynth_TFIDF__mean	-0.0095939534722843
Neurosynth_TFIDF__cross modal	-0.0096994885875956
Neurosynth_TFIDF__readers	-0.0099104991774729
Neurosynth_TFIDF__various	-0.0100110842431471
Neurosynth_TFIDF__brains	-0.0100114904533344
Neurosynth_TFIDF__frontal gyri	-0.0101524853862092
Neurosynth_TFIDF__costs	-0.0102051612474471
Neurosynth_TFIDF__thinking	-0.0102094527806747
Neurosynth_TFIDF__linked	-0.0102696355868065
Neurosynth_TFIDF__m1	-0.0103518768320383
Neurosynth_TFIDF__judge	-0.0105813460640547
Neurosynth_TFIDF__responded	-0.0105960765708843
Neurosynth_TFIDF__enhancement	-0.0105997819924036
Neurosynth_TFIDF__event design	-0.0106251606744886
Neurosynth_TFIDF__acoustic	-0.0106503430611973
Neurosynth_TFIDF__low	-0.0106753719880493
Neurosynth_TFIDF__probably	-0.011000177286719
Neurosynth_TFIDF__pre sma	-0.0110011825707874
Neurosynth_TFIDF__sets	-0.0110148898739327
Neurosynth_TFIDF__temporal parietal	-0.011036621355705
Neurosynth_TFIDF__subset	-0.0111623634411572
Neurosynth_TFIDF__maturation	-0.0112761647890022
Neurosynth_TFIDF__older	-0.0112964137100295
Neurosynth_TFIDF__38	-0.0113328196651563
Neurosynth_TFIDF__inferior middle	-0.0114014438203994
Neurosynth_TFIDF__monetary reward	-0.0114191794644604
Neurosynth_TFIDF__enhances	-0.0114209578964404
Neurosynth_TFIDF__material	-0.0114234131583099
Neurosynth_TFIDF__task demands	-0.0114803660703647
Neurosynth_TFIDF__procedure	-0.0114830011325736
Neurosynth_TFIDF__sulcus ips	-0.0114882868511671
Neurosynth_TFIDF__resonance healthy	-0.0114999616282828
Neurosynth_TFIDF__range	-0.0115441770624702
Neurosynth_TFIDF__calculated	-0.0115751997338663
Neurosynth_TFIDF__collectively	-0.0117164193526892
Neurosynth_TFIDF__rehearsal	-0.0117278799592659
Neurosynth_TFIDF__cortex ppc	-0.0118568873980622
Neurosynth_TFIDF__partial	-0.0118788442101953
Neurosynth_TFIDF__capacity	-0.0119440233223051
Neurosynth_TFIDF__gyrus inferior	-0.0120269062696373
Neurosynth_TFIDF__25	-0.0125053350046588
Neurosynth_TFIDF__sad	-0.0125087381309261
Neurosynth_TFIDF__performance	-0.0125899935390967
Neurosynth_TFIDF__object	-0.0125926453507968
Neurosynth_TFIDF__components	-0.0126964154576332
Neurosynth_TFIDF__healthy volunteers	-0.0127138032876026
Neurosynth_TFIDF__touch	-0.012719132447796
Neurosynth_TFIDF__fields	-0.0127369136220607
Neurosynth_TFIDF__regional cerebral	-0.012793207966712
Neurosynth_TFIDF__establish	-0.0130999197523486
Neurosynth_TFIDF__matrix	-0.0131382350827887
Neurosynth_TFIDF__mechanism	-0.0132087144224514
Neurosynth_TFIDF__language network	-0.0132615239004304
Neurosynth_TFIDF__latencies	-0.0133608422914858
Neurosynth_TFIDF__poorly	-0.0133934390226978
Neurosynth_TFIDF__poorly understood	-0.0133934390226978
Neurosynth_TFIDF__early stages	-0.0134426278615306
Neurosynth_TFIDF__coordination	-0.0135684346361312
Neurosynth_TFIDF__pathophysiology	-0.0135705704418339
Neurosynth_TFIDF__visual stimulus	-0.0137191380891264
Neurosynth_TFIDF__rates	-0.0137739482124766
Neurosynth_TFIDF__frequent	-0.0138143268602344
Neurosynth_TFIDF__face ffa	-0.0138349475049914
Neurosynth_TFIDF__eye fields	-0.0139207597784708
Neurosynth_TFIDF__brainstem	-0.0140748124460598
Neurosynth_TFIDF__experimentally	-0.0141821610996422
Neurosynth_TFIDF__cortex posterior	-0.0142867776492579
Neurosynth_TFIDF__parieto	-0.0143595678740567
Neurosynth_TFIDF__receiving	-0.014480144798845
Neurosynth_TFIDF__plays	-0.014525286160443
Neurosynth_TFIDF__19	-0.0145375855046362
Neurosynth_TFIDF__demands	-0.0145908589905206
Neurosynth_TFIDF__considerable	-0.0146184316894308
Neurosynth_TFIDF__bilaterally	-0.0146636486937568
Neurosynth_TFIDF__parametric	-0.0146846770947236
Neurosynth_TFIDF__environment	-0.014768785700386
Neurosynth_TFIDF__old	-0.01480997028517
Neurosynth_TFIDF__embedded	-0.0148632828750055
Neurosynth_TFIDF__stimulation tms	-0.0148731829754209
Neurosynth_TFIDF__spoken	-0.0149339377177938
Neurosynth_TFIDF__limitations	-0.0149404594961637
Neurosynth_TFIDF__proper	-0.0151598279163344
Neurosynth_TFIDF__early stage	-0.0152079679595091
Neurosynth_TFIDF__attenuation	-0.015270518843201
Neurosynth_TFIDF__competing	-0.0152719386348942
Neurosynth_TFIDF__signal change	-0.015285575931104
Neurosynth_TFIDF__involving	-0.0154220710834639
Neurosynth_TFIDF__posterior temporal	-0.0156714906151367
Neurosynth_TFIDF__reinforcement	-0.0157893931100377
Neurosynth_TFIDF__elicit	-0.0158241231422531
Neurosynth_TFIDF__attempted	-0.0158668600503386
Neurosynth_TFIDF__accounted	-0.0158917532956549
Neurosynth_TFIDF__images	-0.0159586977523441
Neurosynth_TFIDF__questionnaire	-0.0160936016673588
Neurosynth_TFIDF__facilitates	-0.0160936016673588
Neurosynth_TFIDF__judgments	-0.0161453378750536
Neurosynth_TFIDF__powerful	-0.0161465303926329
Neurosynth_TFIDF__commonly	-0.0161486205289168
Neurosynth_TFIDF__resting	-0.0164331720183887
Neurosynth_TFIDF__recollection	-0.0164955224603657
Neurosynth_TFIDF__encoding retrieval	-0.0165662544324174
Neurosynth_TFIDF__linking	-0.0165753454625569
Neurosynth_TFIDF__common	-0.0165813677092721
Neurosynth_TFIDF__amygdala	-0.0166036958418982
Neurosynth_TFIDF__auditory stimuli	-0.0167114358699667
Neurosynth_TFIDF__visuospatial	-0.0167326170900094
Neurosynth_TFIDF__pars	-0.0167820729322801
Neurosynth_TFIDF__effect	-0.0168033207858717
Neurosynth_TFIDF__weeks	-0.0168083479007343
Neurosynth_TFIDF__environmental	-0.0168313441649699
Neurosynth_TFIDF__entire	-0.0169470086368503
Neurosynth_TFIDF__decreasing	-0.0169810835547773
Neurosynth_TFIDF__al	-0.0171859518773712
Neurosynth_TFIDF__et	-0.0171859518773712
Neurosynth_TFIDF__et al	-0.0171859518773712
