feature	r
Neurosynth_TFIDF__formation	0.0634323787625985
Neurosynth_TFIDF__precuneus	0.0633826094713723
Neurosynth_TFIDF__cortex ba	0.0632309162338293
Neurosynth_TFIDF__clusters	0.0632212981576166
Neurosynth_TFIDF__scanned	0.06306974517154
Neurosynth_TFIDF__blood flow	0.0629567816013751
Neurosynth_TFIDF__priori	0.06274118757163
Neurosynth_TFIDF__focal	0.0624070568486284
Neurosynth_TFIDF__respond	0.0623271632731139
Neurosynth_TFIDF__direct	0.0621519318723671
Neurosynth_TFIDF__component	0.0620774382957697
Neurosynth_TFIDF__adaptive	0.061914004783526
Neurosynth_TFIDF__monitoring	0.0616943674798525
Neurosynth_TFIDF__structures	0.0616629795803933
Neurosynth_TFIDF__did	0.0616148064732871
Neurosynth_TFIDF__discriminative	0.0612903727071162
Neurosynth_TFIDF__received	0.0612398648377338
Neurosynth_TFIDF__simultaneously	0.0610935197803171
Neurosynth_TFIDF__employed	0.0608877511603522
Neurosynth_TFIDF__frontopolar	0.0608626524760902
Neurosynth_TFIDF__affects	0.060817325089267
Neurosynth_TFIDF__reorganization	0.0607684610531369
Neurosynth_TFIDF__semantics	0.0607425057197165
Neurosynth_TFIDF__external	0.0606746888425373
Neurosynth_TFIDF__load	0.0605425625264747
Neurosynth_TFIDF__blind	0.060532656191082
Neurosynth_TFIDF__set	0.0604459826710954
Neurosynth_TFIDF__groups	0.0602500680234872
Neurosynth_TFIDF__cortex bilaterally	0.0601479386697608
Neurosynth_TFIDF__need	0.0601224654518386
Neurosynth_TFIDF__pathway	0.0598737126937486
Neurosynth_TFIDF__superior temporal	0.0597986216936227
Neurosynth_TFIDF__months	0.0597801592641486
Neurosynth_TFIDF__single subject	0.0595771120452149
Neurosynth_TFIDF__detect	0.059540768477009
Neurosynth_TFIDF__absent	0.0593065909981287
Neurosynth_TFIDF__versus	0.059276181411483
Neurosynth_TFIDF__planning	0.0591112304832021
Neurosynth_TFIDF__stimuli presented	0.0590818798778668
Neurosynth_TFIDF__respect	0.0589719565731521
Neurosynth_TFIDF__signals	0.0588072746388237
Neurosynth_TFIDF__focused	0.0586335653877983
Neurosynth_TFIDF__objective	0.0584222518350089
Neurosynth_TFIDF__noted	0.0583198004428075
Neurosynth_TFIDF__recorded	0.05806815834943
Neurosynth_TFIDF__sites	0.0579152593439714
Neurosynth_TFIDF__duration	0.0578304339444896
Neurosynth_TFIDF__movement	0.0578141892487657
Neurosynth_TFIDF__displayed	0.0577808472606787
Neurosynth_TFIDF__vermis	0.0577707780428962
Neurosynth_TFIDF__subject	0.0577621048419616
Neurosynth_TFIDF__putative	0.0575441073554485
Neurosynth_TFIDF__gyrus stg	0.0575374300910774
Neurosynth_TFIDF__minimal	0.0574656878273862
Neurosynth_TFIDF__16	0.0573373688336004
Neurosynth_TFIDF__number	0.0572692838563418
Neurosynth_TFIDF__sensorimotor	0.0571786977765829
Neurosynth_TFIDF__sought	0.0569491809530312
Neurosynth_TFIDF__executive functions	0.0569087766795878
Neurosynth_TFIDF__available	0.0568908713490093
Neurosynth_TFIDF__shift	0.0566702917599081
Neurosynth_TFIDF__output	0.0564473315952069
Neurosynth_TFIDF__paradigm	0.056395161823714
Neurosynth_TFIDF__complementary	0.0562771749711721
Neurosynth_TFIDF__controls using	0.0562203986066842
Neurosynth_TFIDF__underlying mechanisms	0.0561481160233743
Neurosynth_TFIDF__visually presented	0.0560961128547503
Neurosynth_TFIDF__execution	0.0558150351490094
Neurosynth_TFIDF__varied	0.0557822983936523
Neurosynth_TFIDF__fear	0.0557813704394169
Neurosynth_TFIDF__compensatory	0.0556005917320219
Neurosynth_TFIDF__decline	0.0555542143409837
Neurosynth_TFIDF__hyperactivity	0.055488008874199
Neurosynth_TFIDF__prefrontal parietal	0.0554392460431972
Neurosynth_TFIDF__site	0.0553737144587551
Neurosynth_TFIDF__background	0.0552077181554975
Neurosynth_TFIDF__dissociable	0.0552018072605721
Neurosynth_TFIDF__held	0.0549173935865605
Neurosynth_TFIDF__sounds	0.0547005019092455
Neurosynth_TFIDF__sentence	0.0544306796989285
Neurosynth_TFIDF__processes involved	0.05440605076329
Neurosynth_TFIDF__attention	0.0543080059646445
Neurosynth_TFIDF__identical	0.0542327361898943
Neurosynth_TFIDF__indicating	0.0541651008553987
Neurosynth_TFIDF__history	0.0540942030621304
Neurosynth_TFIDF__strongest	0.0540836110323244
Neurosynth_TFIDF__concomitant	0.0540026996963939
Neurosynth_TFIDF__disability	0.0539834367994278
Neurosynth_TFIDF__multiple sclerosis	0.0539834367994278
Neurosynth_TFIDF__age healthy	0.0539834367994278
Neurosynth_TFIDF__imagine	0.0539533535427017
Neurosynth_TFIDF__essential	0.0539294535014977
Neurosynth_TFIDF__patient groups	0.0539031696848424
Neurosynth_TFIDF__psychopathology	0.0539031696848424
Neurosynth_TFIDF__advances	0.0539031696848424
Neurosynth_TFIDF__simultaneous eeg	0.0537738812921042
Neurosynth_TFIDF__inhibit	0.0537225370357669
Neurosynth_TFIDF__opportunity	0.0535842482073321
Neurosynth_TFIDF__emerging	0.0534029923920718
Neurosynth_TFIDF__evidence	0.05338906820437
Neurosynth_TFIDF__metabolism	0.0533166531905406
Neurosynth_TFIDF__cortex supplementary	0.0532593606046398
Neurosynth_TFIDF__known	0.0532198130773519
Neurosynth_TFIDF__masked	0.0532071260457781
Neurosynth_TFIDF__deactivation	0.0531582227501091
Neurosynth_TFIDF__tone	0.053121912313333
Neurosynth_TFIDF__provide new	0.0530765690871883
Neurosynth_TFIDF__insights	0.0530765690871883
Neurosynth_TFIDF__new insights	0.0530765690871883
Neurosynth_TFIDF__parietal cortices	0.0529129504187738
Neurosynth_TFIDF__ifg	0.0529119905146059
Neurosynth_TFIDF__gyrus ifg	0.0529119905146059
Neurosynth_TFIDF__pattern	0.0526453332158959
Neurosynth_TFIDF__45	0.0526144291473765
Neurosynth_TFIDF__extra	0.0526099428432866
Neurosynth_TFIDF__attributed	0.0523444021576528
Neurosynth_TFIDF__attributes	0.0521308186001667
Neurosynth_TFIDF__involve	0.0519668961617576
Neurosynth_TFIDF__affecting	0.0519583200223619
Neurosynth_TFIDF__cognitive functions	0.0518983961035334
Neurosynth_TFIDF__studying	0.051739422216302
Neurosynth_TFIDF__mediated	0.0517302385560691
Neurosynth_TFIDF__response selection	0.0515683323839599
Neurosynth_TFIDF__updating	0.0514063446754435
Neurosynth_TFIDF__14	0.0513461701922931
Neurosynth_TFIDF__ipsilateral	0.0513183288605572
Neurosynth_TFIDF__ips	0.0511297688161149
Neurosynth_TFIDF__processes	0.051129090413624
Neurosynth_TFIDF__task involving	0.0510772966535928
Neurosynth_TFIDF__indicate	0.0510368317404825
Neurosynth_TFIDF__correlated	0.0509235515736863
Neurosynth_TFIDF__39	0.0508835775221522
Neurosynth_TFIDF__chronic	0.0506706993122241
Neurosynth_TFIDF__middle superior	0.05063925991529
Neurosynth_TFIDF__required	0.0506106206242147
Neurosynth_TFIDF__overt	0.0505527088190323
Neurosynth_TFIDF__cerebral blood	0.0505492219896251
Neurosynth_TFIDF__varies	0.0504573412834953
Neurosynth_TFIDF__parietal lobule	0.0503245292803188
Neurosynth_TFIDF__mainly	0.0503207409677223
Neurosynth_TFIDF__specialization	0.0502880986993824
Neurosynth_TFIDF__validity	0.0502594183234893
Neurosynth_TFIDF__speech	0.0502373027027226
Neurosynth_TFIDF__tests	0.0495895688158816
Neurosynth_TFIDF__indicated	0.0494081858007077
Neurosynth_TFIDF__paralimbic	0.0493561963875064
Neurosynth_TFIDF__slower	0.0493243083259494
Neurosynth_TFIDF__ages	0.0488805764409572
Neurosynth_TFIDF__mental imagery	0.0486926052425592
Neurosynth_TFIDF__evidenced	0.0486517480505717
Neurosynth_TFIDF__frontal eye	0.0486124338498562
Neurosynth_TFIDF__recently	0.0485825509029837
Neurosynth_TFIDF__rt	0.0484546760870054
Neurosynth_TFIDF__functional organization	0.0484038372631914
Neurosynth_TFIDF__suggested	0.0483100137639026
Neurosynth_TFIDF__use functional	0.0479756706669428
Neurosynth_TFIDF__cortex insula	0.0478812029108157
Neurosynth_TFIDF__handed	0.0478101273612421
Neurosynth_TFIDF__brodmann	0.0476152604255148
Neurosynth_TFIDF__debate	0.0476062824047275
Neurosynth_TFIDF__cortex lateral	0.0476057157385777
Neurosynth_TFIDF__tapping	0.0475968166318692
Neurosynth_TFIDF__speech perception	0.0475160384452506
Neurosynth_TFIDF__categorization	0.0470459556911837
Neurosynth_TFIDF__cortex thalamus	0.0470014861882045
Neurosynth_TFIDF__calculation	0.0469308995893034
Neurosynth_TFIDF__thought	0.0468533626582489
Neurosynth_TFIDF__performances	0.0467511200599409
Neurosynth_TFIDF__apart	0.0465402091557712
Neurosynth_TFIDF__studied	0.0464420456394344
Neurosynth_TFIDF__partly	0.0463964226997472
Neurosynth_TFIDF__multiple comparisons	0.0463484922456419
Neurosynth_TFIDF__agreement	0.0463095060047468
Neurosynth_TFIDF__compromised	0.0462531208820942
Neurosynth_TFIDF__trial trial	0.0462452985679999
Neurosynth_TFIDF__baseline	0.0462297530958909
Neurosynth_TFIDF__cognitive processes	0.0461944487951173
Neurosynth_TFIDF__consumption	0.0460686906394732
Neurosynth_TFIDF__perfusion	0.0460686906394732
Neurosynth_TFIDF__resonance	0.0460362005115946
Neurosynth_TFIDF__input	0.0456937663882997
Neurosynth_TFIDF__finally	0.0455975249103343
Neurosynth_TFIDF__double	0.0455182917856717
Neurosynth_TFIDF__frontoparietal network	0.0455086514310308
Neurosynth_TFIDF__operations	0.0454424124226018
Neurosynth_TFIDF__comparisons	0.045250602673584
Neurosynth_TFIDF__crucial	0.0452266330205774
Neurosynth_TFIDF__mm	0.0451846420735536
Neurosynth_TFIDF__switch	0.0451742761556646
Neurosynth_TFIDF__means	0.0451686887682608
Neurosynth_TFIDF__concurrently	0.0450159555573737
Neurosynth_TFIDF__gyrus precuneus	0.0450057662055785
Neurosynth_TFIDF__surprisingly	0.0449792246203407
Neurosynth_TFIDF__disorder ptsd	0.0448559452995329
Neurosynth_TFIDF__stress	0.0448559452995329
Neurosynth_TFIDF__posttraumatic	0.0448559452995329
Neurosynth_TFIDF__ptsd	0.0448559452995329
Neurosynth_TFIDF__stress disorder	0.0448559452995329
Neurosynth_TFIDF__despite	0.0448547724322279
Neurosynth_TFIDF__compensation	0.0447948982687037
Neurosynth_TFIDF__discriminate	0.0447306745876559
Neurosynth_TFIDF__version	0.0447071273776086
Neurosynth_TFIDF__enhancing	0.0446143238074215
Neurosynth_TFIDF__distributed	0.0445910059272893
Neurosynth_TFIDF__task performance	0.0445687981773067
Neurosynth_TFIDF__elevated	0.0445236810570841
Neurosynth_TFIDF__equal	0.0445142922039791
Neurosynth_TFIDF__abilities	0.0444939973581264
Neurosynth_TFIDF__cognition	0.0441367941442367
Neurosynth_TFIDF__necessary	0.0441203505135574
Neurosynth_TFIDF__white matter	0.0439846141936111
Neurosynth_TFIDF__seeking	0.043947251551077
Neurosynth_TFIDF__notion	0.0438944441655736
Neurosynth_TFIDF__personal	0.0438041068183405
Neurosynth_TFIDF__underlying	0.0437415587371379
Neurosynth_TFIDF__isolated	0.0436609614271365
Neurosynth_TFIDF__known involved	0.0435617893089755
Neurosynth_TFIDF__magnetic resonance	0.0434735871778571
Neurosynth_TFIDF__established	0.0433396793104396
Neurosynth_TFIDF__concurrent	0.0433351422713093
Neurosynth_TFIDF__feeling	0.0433082523582878
Neurosynth_TFIDF__smaller	0.0432833402785752
Neurosynth_TFIDF__blocked	0.0430452274858709
Neurosynth_TFIDF__given	0.0429849131565081
Neurosynth_TFIDF__computed	0.0429679198120775
Neurosynth_TFIDF__characterized	0.0429288263661514
Neurosynth_TFIDF__year old	0.0427728474134417
Neurosynth_TFIDF__manual	0.0427243879300266
Neurosynth_TFIDF__carried	0.042617053786508
Neurosynth_TFIDF__large	0.0426099122981808
Neurosynth_TFIDF__theory	0.0425908103370103
Neurosynth_TFIDF__regulate	0.0425739499474169
Neurosynth_TFIDF__cortex vlpfc	0.0425739499474169
Neurosynth_TFIDF__self report	0.0425739499474169
Neurosynth_TFIDF__amygdala insula	0.0425739499474169
Neurosynth_TFIDF__positive correlations	0.0425739499474169
Neurosynth_TFIDF__vlpfc	0.0425739499474169
Neurosynth_TFIDF__stages	0.0424744481831223
Neurosynth_TFIDF__distance	0.0423416170100502
Neurosynth_TFIDF__introduction	0.042275608277632
Neurosynth_TFIDF__taking	0.0422465876679257
Neurosynth_TFIDF__dorsal premotor	0.0420379939306524
Neurosynth_TFIDF__reaction	0.042027632615635
Neurosynth_TFIDF__feedback	0.0419905001055649
Neurosynth_TFIDF__anticipatory	0.0418819832603662
Neurosynth_TFIDF__selected	0.0418266118221076
Neurosynth_TFIDF__punishment	0.0416782880728799
Neurosynth_TFIDF__cognitive	0.0415822407797352
Neurosynth_TFIDF__remained	0.04147188713804
Neurosynth_TFIDF__lower	0.0414338254480712
Neurosynth_TFIDF__course	0.0413852738558914
Neurosynth_TFIDF__positive negative	0.0413664338982312
Neurosynth_TFIDF__large scale	0.0413374147134157
Neurosynth_TFIDF__constructed	0.0412147034783061
Neurosynth_TFIDF__engaging	0.0411511284895058
Neurosynth_TFIDF__inferior frontal	0.0411386768038249
Neurosynth_TFIDF__striatal	0.0411287763384876
Neurosynth_TFIDF__frontal	0.0411110905128984
Neurosynth_TFIDF__achieve	0.0410498881565706
Neurosynth_TFIDF__iv	0.0409657129013974
Neurosynth_TFIDF__human	0.0408807863102869
Neurosynth_TFIDF__contrasting	0.0406990125587809
Neurosynth_TFIDF__substrate	0.0405254706663274
Neurosynth_TFIDF__variations	0.040335023996972
Neurosynth_TFIDF__appropriate	0.0401596324699533
Neurosynth_TFIDF__applying	0.0400302136922494
Neurosynth_TFIDF__according	0.0400257484727227
Neurosynth_TFIDF__tasks	0.0399110037414585
Neurosynth_TFIDF__parietal cortex	0.039907578002241
Neurosynth_TFIDF__intrinsic	0.0398635716917406
Neurosynth_TFIDF__characterize	0.03973229893178
Neurosynth_TFIDF__systematically	0.039665140121149
Neurosynth_TFIDF__random effects	0.0395778908613931
Neurosynth_TFIDF__arise	0.039448656596434
Neurosynth_TFIDF__hands	0.0394303487501945
Neurosynth_TFIDF__ba 44	0.039366895514548
Neurosynth_TFIDF__elucidate	0.0391729552394594
Neurosynth_TFIDF__integrating	0.0391299432162356
Neurosynth_TFIDF__dorsolateral	0.0390577062371284
Neurosynth_TFIDF__series	0.0390432468335638
Neurosynth_TFIDF__simulation	0.0389860729685836
Neurosynth_TFIDF__inferior parietal	0.0387834413506411
Neurosynth_TFIDF__10	0.0387447608637089
Neurosynth_TFIDF__rewarding	0.0386016927093034
Neurosynth_TFIDF__fronto parietal	0.0385548350460615
Neurosynth_TFIDF__true	0.0385006481627604
Neurosynth_TFIDF__uses	0.0384385860133376
Neurosynth_TFIDF__preparatory	0.0383778620682737
Neurosynth_TFIDF__upper	0.0382464211222839
Neurosynth_TFIDF__located	0.0382346370127409
Neurosynth_TFIDF__cognitive task	0.0381981582321616
Neurosynth_TFIDF__previous functional	0.0381529396869341
Neurosynth_TFIDF__higher levels	0.0380291831574026
Neurosynth_TFIDF__ppc	0.0379497128967961
Neurosynth_TFIDF__visual auditory	0.0377871506193838
Neurosynth_TFIDF__software	0.0377119546344428
Neurosynth_TFIDF__match	0.0376951152357891
Neurosynth_TFIDF__attention network	0.0376923749297346
Neurosynth_TFIDF__executive	0.0376563253319744
Neurosynth_TFIDF__seen	0.0374246361439902
Neurosynth_TFIDF__ventral anterior	0.0373500945804469
Neurosynth_TFIDF__materials	0.0372597375752749
Neurosynth_TFIDF__psychological	0.0372542409413982
Neurosynth_TFIDF__divided	0.0371575381574114
Neurosynth_TFIDF__temporal gyri	0.0370933573929661
Neurosynth_TFIDF__superior inferior	0.0370459974524872
Neurosynth_TFIDF__status	0.037004887088271
Neurosynth_TFIDF__methodological	0.0369709907791346
Neurosynth_TFIDF__integrative	0.0369701289113286
Neurosynth_TFIDF__press	0.036891845767356
Neurosynth_TFIDF__tracts	0.0367988161863503
Neurosynth_TFIDF__balance	0.0366574308217804
Neurosynth_TFIDF__instead	0.0365498750441965
Neurosynth_TFIDF__severity	0.0365140546066515
Neurosynth_TFIDF__min	0.0364418189574989
Neurosynth_TFIDF__strength	0.0363917560932582
Neurosynth_TFIDF__stimulus	0.0363893832955627
Neurosynth_TFIDF__cortico	0.036379241908691
Neurosynth_TFIDF__daily	0.0363156179683144
Neurosynth_TFIDF__detailed	0.0363080220404674
Neurosynth_TFIDF__complexity	0.0362875500414556
Neurosynth_TFIDF__cue	0.0362732874118107
Neurosynth_TFIDF__eye	0.0362253102698238
Neurosynth_TFIDF__incentive	0.0362109396301552
Neurosynth_TFIDF__linear	0.0361012833040489
Neurosynth_TFIDF__middle frontal	0.0359745899588352
Neurosynth_TFIDF__reversal	0.0359525178602086
Neurosynth_TFIDF__positive	0.0359202933328945
Neurosynth_TFIDF__noise	0.0358583115633903
Neurosynth_TFIDF__dominance	0.0355463096622336
Neurosynth_TFIDF__constraints	0.0354780489492481
Neurosynth_TFIDF__higher order	0.0353891889257509
Neurosynth_TFIDF__practice	0.0353224870512235
Neurosynth_TFIDF__opposite	0.035320059429208
Neurosynth_TFIDF__anterior superior	0.0352164807432591
Neurosynth_TFIDF__elements	0.0352028437769697
Neurosynth_TFIDF__identifying	0.0351975543218816
Neurosynth_TFIDF__control group	0.03514196515589
Neurosynth_TFIDF__time task	0.0350356212389623
Neurosynth_TFIDF__sii	0.0349268866225839
Neurosynth_TFIDF__subjective	0.0348106376142662
Neurosynth_TFIDF__demonstrate	0.0347928019775256
Neurosynth_TFIDF__great	0.034776688673271
Neurosynth_TFIDF__cost	0.0347300936403555
Neurosynth_TFIDF__reach	0.0347115338260225
Neurosynth_TFIDF__signal task	0.0346463328198142
Neurosynth_TFIDF__bold responses	0.0346463328198142
Neurosynth_TFIDF__temporal frontal	0.0346357050602004
Neurosynth_TFIDF__addition	0.0345733050971377
Neurosynth_TFIDF__auditory cortex	0.0344506899553847
Neurosynth_TFIDF__sessions	0.0343913996400227
Neurosynth_TFIDF__non	0.034381090246444
Neurosynth_TFIDF__stream	0.0343010356777465
Neurosynth_TFIDF__fast	0.0342341842278209
Neurosynth_TFIDF__selection	0.0341963489146664
Neurosynth_TFIDF__representations	0.034062377456249
Neurosynth_TFIDF__contributes	0.0338506267618187
Neurosynth_TFIDF__widely	0.0337403254468152
Neurosynth_TFIDF__negative correlation	0.0334229190616312
Neurosynth_TFIDF__finger tapping	0.033314583053532
Neurosynth_TFIDF__preferentially	0.0332838022423251
Neurosynth_TFIDF__psychosis	0.0332771706247721
Neurosynth_TFIDF__awareness	0.0331513500013434
Neurosynth_TFIDF__semantically	0.0331036733352941
Neurosynth_TFIDF__parietal lobes	0.0330250359451833
Neurosynth_TFIDF__proportion	0.032878932027733
Neurosynth_TFIDF__dot	0.0328175267944835
Neurosynth_TFIDF__magnetic	0.032691574296572
Neurosynth_TFIDF__segregated	0.0326306004512629
Neurosynth_TFIDF__unique	0.0325943881705827
Neurosynth_TFIDF__behavioral responses	0.0325777255655215
Neurosynth_TFIDF__hypotheses	0.0325117759085714
Neurosynth_TFIDF__cortex pfc	0.0323161143130033
Neurosynth_TFIDF__pfc	0.0323161143130033
Neurosynth_TFIDF__gyrus middle	0.0322215400176497
Neurosynth_TFIDF__fixation	0.0321698244732059
Neurosynth_TFIDF__similarity	0.0321561412329743
Neurosynth_TFIDF__mind	0.0321167940885963
Neurosynth_TFIDF__sulcus	0.0319287867482161
Neurosynth_TFIDF__episode	0.0318042389176401
Neurosynth_TFIDF__cross	0.0317403945795977
Neurosynth_TFIDF__cortex middle	0.0317391490053876
Neurosynth_TFIDF__attention task	0.0315853692959352
Neurosynth_TFIDF__reveals	0.0314729264876802
Neurosynth_TFIDF__iq	0.0314432711546001
Neurosynth_TFIDF__contribute	0.0313499650518436
Neurosynth_TFIDF__auditory visual	0.0313208191430718
Neurosynth_TFIDF__ventral striatum	0.0312102331992531
Neurosynth_TFIDF__distraction	0.0312086112956228
Neurosynth_TFIDF__median	0.030934853062295
Neurosynth_TFIDF__represents	0.0309229819320959
Neurosynth_TFIDF__mean age	0.0309130715020974
Neurosynth_TFIDF__imagined	0.0308713751435469
Neurosynth_TFIDF__actions	0.0308103785254214
Neurosynth_TFIDF__perceived	0.0307946109200176
Neurosynth_TFIDF__german	0.0307127208913127
Neurosynth_TFIDF__surrounding	0.0306924256670325
Neurosynth_TFIDF__types	0.0305069029648689
Neurosynth_TFIDF__consecutive	0.0302469883992889
Neurosynth_TFIDF__30	0.0301092821527669
Neurosynth_TFIDF__deficit	0.0301043435238586
Neurosynth_TFIDF__failure	0.0300725902816364
Neurosynth_TFIDF__cerebellum	0.0300386773661587
Neurosynth_TFIDF__maximum	0.0300197228013981
Neurosynth_TFIDF__deactivated	0.029706167812199
Neurosynth_TFIDF__research suggests	0.0297049281988612
Neurosynth_TFIDF__small	0.0296740289344456
Neurosynth_TFIDF__eeg	0.0296558096886742
Neurosynth_TFIDF__believed	0.0296323782227143
Neurosynth_TFIDF__engagement	0.0296204908255144
Neurosynth_TFIDF__recruited	0.0295385329175368
Neurosynth_TFIDF__acc	0.0294928209203846
Neurosynth_TFIDF__cortex acc	0.0294928209203846
Neurosynth_TFIDF__junction	0.0293363056971404
Neurosynth_TFIDF__simple	0.0292724133329196
Neurosynth_TFIDF__bilinguals	0.0292659927229332
Neurosynth_TFIDF__assumption	0.0292436083515982
Neurosynth_TFIDF__past	0.0292106684036715
Neurosynth_TFIDF__correlates	0.0288685696417776
Neurosynth_TFIDF__evaluation	0.0286295789068616
Neurosynth_TFIDF__fronto	0.0284773144842781
Neurosynth_TFIDF__trial	0.0284559110326531
Neurosynth_TFIDF__construction	0.0284504670394902
Neurosynth_TFIDF__experiments	0.0283711245398267
Neurosynth_TFIDF__allows	0.0283073268698238
Neurosynth_TFIDF__segregation	0.0282260725662072
Neurosynth_TFIDF__resolve	0.0282042737419747
Neurosynth_TFIDF__additional	0.0282034674931485
Neurosynth_TFIDF__capture	0.0280847591493214
Neurosynth_TFIDF__crossover	0.0279966800651718
Neurosynth_TFIDF__videos	0.0279966800651718
Neurosynth_TFIDF__relationships	0.0279288885786766
Neurosynth_TFIDF__evaluate	0.0279272792773343
Neurosynth_TFIDF__experimental conditions	0.0278942369155147
Neurosynth_TFIDF__echo	0.0277906655197372
Neurosynth_TFIDF__gyrus posterior	0.0276536851236728
Neurosynth_TFIDF__important role	0.0276112835101465
Neurosynth_TFIDF__time series	0.0275895439509205
Neurosynth_TFIDF__aging	0.0275093051430766
Neurosynth_TFIDF__functioning	0.0274099669091749
Neurosynth_TFIDF__cerebral	0.0273753408807631
Neurosynth_TFIDF__use	0.0273448806133846
Neurosynth_TFIDF__assessment	0.0272980475061288
Neurosynth_TFIDF__coupling	0.0272897964512638
Neurosynth_TFIDF__step	0.0272673623208388
Neurosynth_TFIDF__accordance	0.0272429571010157
Neurosynth_TFIDF__movements	0.0271043731071009
Neurosynth_TFIDF__responsible	0.0270818889588167
Neurosynth_TFIDF__circuitry	0.0270206859855629
Neurosynth_TFIDF__hierarchy	0.0269305003331596
Neurosynth_TFIDF__attentional	0.0269084552865512
Neurosynth_TFIDF__coding	0.0268558162412131
Neurosynth_TFIDF__accompanied	0.0267514880315899
Neurosynth_TFIDF__enables	0.0267192297246665
Neurosynth_TFIDF__monkeys	0.0265895524842117
Neurosynth_TFIDF__predict	0.0264625185714439
Neurosynth_TFIDF__earlier	0.0264575627896443
Neurosynth_TFIDF__emphasize	0.0259169348619969
Neurosynth_TFIDF__question	0.025666445719114
Neurosynth_TFIDF__dorsolateral prefrontal	0.0256576143794337
Neurosynth_TFIDF__relations	0.0256245458172833
Neurosynth_TFIDF__incentive delay	0.0255317788771098
Neurosynth_TFIDF__monetary incentive	0.0255317788771098
Neurosynth_TFIDF__visual perception	0.0254840520205136
Neurosynth_TFIDF__values	0.0254430576484823
Neurosynth_TFIDF__episodic	0.0254145851585606
Neurosynth_TFIDF__focusing	0.0254043452837582
Neurosynth_TFIDF__epilepsy	0.025305829445447
Neurosynth_TFIDF__complete	0.0252802320490102
Neurosynth_TFIDF__bipolar	0.025201300692592
Neurosynth_TFIDF__independent	0.0250443299094033
Neurosynth_TFIDF__underpinnings	0.0249706130278717
Neurosynth_TFIDF__observations	0.0248028107483315
Neurosynth_TFIDF__adapted	0.0247228915554635
Neurosynth_TFIDF__saccade	0.0246630867143823
Neurosynth_TFIDF__patient group	0.0245903471305107
Neurosynth_TFIDF__increasingly	0.0245229987929226
Neurosynth_TFIDF__meaningful	0.0245005743350843
Neurosynth_TFIDF__executive control	0.0244793088284792
Neurosynth_TFIDF__healthy	0.0243880247615342
Neurosynth_TFIDF__reference	0.0243756016188354
Neurosynth_TFIDF__unmedicated	0.024316380629439
Neurosynth_TFIDF__failed	0.0240828047513538
Neurosynth_TFIDF__stored	0.0240634784032174
Neurosynth_TFIDF__stimulation	0.024053876297388
Neurosynth_TFIDF__significance	0.0239559150120057
Neurosynth_TFIDF__temporal cortices	0.0238370062528271
Neurosynth_TFIDF__contrasts	0.0236570763790855
Neurosynth_TFIDF__mt	0.0235003658406867
Neurosynth_TFIDF__001	0.0234747277605015
Neurosynth_TFIDF__internal	0.0231753943204186
Neurosynth_TFIDF__plasticity	0.0228392006926062
Neurosynth_TFIDF__cognitive performance	0.0227874459629602
Neurosynth_TFIDF__principal	0.0227423296103333
Neurosynth_TFIDF__behaviorally	0.0226511172491372
Neurosynth_TFIDF__concept	0.0225781570913073
Neurosynth_TFIDF__medication	0.022504664031281
Neurosynth_TFIDF__systems involved	0.0222911287977198
Neurosynth_TFIDF__sclerosis	0.0220744141094738
Neurosynth_TFIDF__underlies	0.0220636640420822
Neurosynth_TFIDF__responses	0.0219822746639721
Neurosynth_TFIDF__methods	0.0219590714376077
Neurosynth_TFIDF__expectations	0.0219569065303921
Neurosynth_TFIDF__illness	0.0217395480530708
Neurosynth_TFIDF__localization	0.0215286752349508
Neurosynth_TFIDF__middle	0.0214529009546456
Neurosynth_TFIDF__voxel morphometry	0.0214490836430823
Neurosynth_TFIDF__spin	0.0214142099936841
Neurosynth_TFIDF__spectral	0.0212633799592514
Neurosynth_TFIDF__sleep	0.0211938524384006
Neurosynth_TFIDF__reaction times	0.021007482797358
Neurosynth_TFIDF__modulate	0.0209813646250507
Neurosynth_TFIDF__trials	0.0208861351312929
Neurosynth_TFIDF__experienced	0.0207958687585683
Neurosynth_TFIDF__modal	0.0207630114143607
Neurosynth_TFIDF__shorter	0.0207141664228912
Neurosynth_TFIDF__needs	0.0206692146041506
Neurosynth_TFIDF__individual variability	0.0206603445855778
Neurosynth_TFIDF__scale	0.0206574255183106
Neurosynth_TFIDF__require	0.0205393905742761
Neurosynth_TFIDF__correct	0.0205379522388548
Neurosynth_TFIDF__representation	0.0205119725835696
Neurosynth_TFIDF__arousal	0.020503807654245
Neurosynth_TFIDF__task relevant	0.0204827496539221
Neurosynth_TFIDF__automated	0.0201624839496278
Neurosynth_TFIDF__average	0.0201422604822891
Neurosynth_TFIDF__cortex dlpfc	0.0201271107718694
Neurosynth_TFIDF__elderly	0.0200711803968225
Neurosynth_TFIDF__effectively	0.0199708981745286
Neurosynth_TFIDF__declines	0.0199708981745286
Neurosynth_TFIDF__contributed	0.0199708981745286
Neurosynth_TFIDF__postcentral gyrus	0.0199090831130847
Neurosynth_TFIDF__predominantly	0.0197709690066453
Neurosynth_TFIDF__main	0.0197560405114922
Neurosynth_TFIDF__track	0.0197265766009133
Neurosynth_TFIDF__inhibition	0.0197104135155522
Neurosynth_TFIDF__internally	0.0196588074643486
Neurosynth_TFIDF__developed	0.0196507975091778
