feature	mean	std
Neurosynth_TFIDF__stimulus response	0.06994311088655537	0.04571712958115338
Neurosynth_TFIDF__trial	0.0699232042103906	0.07320638361461873
Neurosynth_TFIDF__psychosis	0.06990954332990884	0.031806724632403305
Neurosynth_TFIDF__comparisons	0.06985172151050083	0.06607489931225362
Neurosynth_TFIDF__groups	0.06984883484526128	0.06894194077819826
Neurosynth_TFIDF__42	0.0698437644072617	0.10903105020577124
Neurosynth_TFIDF__simulation	0.06980203439555785	0.043305204481580144
Neurosynth_TFIDF__cerebral cortex	0.0696071197130959	0.0773546670671945
Neurosynth_TFIDF__larger	0.06956602468277646	0.10568741150077526
Neurosynth_TFIDF__preference	0.06956351428320923	0.04508253527900515
Neurosynth_TFIDF__compensation	0.06952338521357564	0.06948765865959135
Neurosynth_TFIDF__modal	0.06940489901469582	0.06711367539344243
Neurosynth_TFIDF__course	0.06932243411634612	0.06504560667142277
Neurosynth_TFIDF__little	0.06910022048921521	0.06061842019519748
Neurosynth_TFIDF__auditory visual	0.06903736790362695	0.014341598457313405
Neurosynth_TFIDF__sessions	0.06899782778453786	0.07889638992482051
Neurosynth_TFIDF__suggests	0.0689066912256994	0.07581222336615491
Neurosynth_TFIDF__constraints	0.06890420489165554	0.016567370091535458
Neurosynth_TFIDF__perceived	0.06889700806690938	0.06518248821265919
Neurosynth_TFIDF__superior temporal	0.06879586262103339	0.08583453455714533
Neurosynth_TFIDF__visually	0.06872503818556894	0.05054386681073701
Neurosynth_TFIDF__accordance	0.06868287115312424	0.042413900775429766
Neurosynth_TFIDF__temporal cortices	0.06867863744893601	0.061656761362475575
Neurosynth_TFIDF__color	0.0686542758121226	0.07879597809409113
Neurosynth_TFIDF__rt	0.06855203194366757	0.08815655721005
Neurosynth_TFIDF__values	0.06852451234800158	0.05297481131064457
Neurosynth_TFIDF__correlation analyses	0.06847826035722111	0.0
Neurosynth_TFIDF__reducing	0.06847826035722111	0.0
Neurosynth_TFIDF__functional coupling	0.06847826035722111	0.0
Neurosynth_TFIDF__34	0.06847826035722111	0.0
Neurosynth_TFIDF__primary motor	0.06846203606529778	0.08661311332290184
Neurosynth_TFIDF__categorization	0.06844696940040464	0.09097878421737461
Neurosynth_TFIDF__individual variability	0.06841959056001919	0.0
Neurosynth_TFIDF__positive	0.06841855862397378	0.06026384187626309
Neurosynth_TFIDF__roles	0.06833252754324408	0.09496245384420035
Neurosynth_TFIDF__assess	0.06833153476430145	0.07719472589951394
Neurosynth_TFIDF__deactivated	0.06832001613962316	0.02027201533448252
Neurosynth_TFIDF__pathway	0.06831878402921399	0.07856439241143055
Neurosynth_TFIDF__superior inferior	0.0683066043312742	0.03970621424199358
Neurosynth_TFIDF__finger tapping	0.06829314581045354	0.027223509544242637
Neurosynth_TFIDF__old	0.06824272385555391	0.04807302778177533
Neurosynth_TFIDF__gyrus posterior	0.06823662811267193	0.08727536960079194
Neurosynth_TFIDF__saccade	0.06821713579656816	0.05368371696546623
Neurosynth_TFIDF__generation	0.068199166677398	0.06379862029539683
Neurosynth_TFIDF__unclear	0.06815574808330215	0.06935975034333243
Neurosynth_TFIDF__parietal cortices	0.0681211883882488	0.07733585719392355
Neurosynth_TFIDF__severity	0.06803305113875419	0.053663741409467274
Neurosynth_TFIDF__control groups	0.06802634534895348	0.020315368715751726
Neurosynth_TFIDF__located	0.0679612696060457	0.06087319123062384
Neurosynth_TFIDF__neuronal	0.0679355866741067	0.0860535733976033
Neurosynth_TFIDF__premotor	0.06793432301216777	0.05686041434321626
Neurosynth_TFIDF__syntactic	0.06785052531845409	0.08843511302699135
Neurosynth_TFIDF__selected	0.06777523057993377	0.048628925119700135
Neurosynth_TFIDF__oxygenation	0.06777336390319898	0.08902546859799994
Neurosynth_TFIDF__blood oxygenation	0.06777336390319898	0.08902546859799994
Neurosynth_TFIDF__index finger	0.06776526169184482	0.07038101977029156
Neurosynth_TFIDF__discussion	0.06776423434334843	0.0
Neurosynth_TFIDF__flexibility	0.06776423434334843	0.0
Neurosynth_TFIDF__hierarchy	0.06764469340401601	0.05537626289392978
Neurosynth_TFIDF__load	0.06755463707493513	0.0635492835074548
Neurosynth_TFIDF__external	0.06746878573018263	0.0584692328035366
Neurosynth_TFIDF__sites	0.06746280064097263	0.10557946704524536
Neurosynth_TFIDF__paired	0.06744169625151651	0.09416410293804857
Neurosynth_TFIDF__frontal eye	0.06739576180900682	0.06322915749265005
Neurosynth_TFIDF__complete	0.06736803090454227	0.10022429337661463
Neurosynth_TFIDF__single	0.06734843953434694	0.07503590916352885
Neurosynth_TFIDF__separated	0.06731364065468501	0.048448423067831044
Neurosynth_TFIDF__focused	0.06727904960575942	0.05517981889669483
Neurosynth_TFIDF__30	0.06725334955722165	0.06792273021470824
Neurosynth_TFIDF__strength	0.06721567560491648	0.07852975398803005
Neurosynth_TFIDF__necessary	0.06718998949745233	0.08810500515705633
Neurosynth_TFIDF__suggesting	0.06715006119370602	0.09019387514586784
Neurosynth_TFIDF__manipulation	0.06709319275385112	0.07668578711436103
Neurosynth_TFIDF__video	0.06708682927857772	0.0642283951332387
Neurosynth_TFIDF__enhances	0.06703611728739547	0.05026200080859473
Neurosynth_TFIDF__blocked	0.06701384038013415	0.05277105952651833
Neurosynth_TFIDF__prefrontal parietal	0.06700273608335224	0.06921376078701565
Neurosynth_TFIDF__conditions	0.06697606916576747	0.07764948024858138
Neurosynth_TFIDF__arise	0.06697221938048709	0.05470579175751517
Neurosynth_TFIDF__conveyed	0.06686585460934455	0.027741684099786623
Neurosynth_TFIDF__ranging	0.06681952145456728	0.04654052750606102
Neurosynth_TFIDF__age controls	0.06680327782230996	0.06499982441550019
Neurosynth_TFIDF__14	0.06673758950807165	0.09221922350550221
Neurosynth_TFIDF__order	0.06670436726447035	0.0718531908895485
Neurosynth_TFIDF__shared	0.06669879081869064	0.06790684092618321
Neurosynth_TFIDF__preferential	0.06663803485228302	0.08281016015408153
Neurosynth_TFIDF__mainly	0.06662388472467311	0.06774244996769124
Neurosynth_TFIDF__required	0.06656242364514552	0.06398612825566086
Neurosynth_TFIDF__events	0.0665401830004116	0.06472867461028148
Neurosynth_TFIDF__duration	0.06652505347320552	0.07377976197993479
Neurosynth_TFIDF__advantage	0.06642150297552997	0.07164898569230871
Neurosynth_TFIDF__fully	0.06639879107683108	0.0807571509949588
Neurosynth_TFIDF__information	0.06639448818911393	0.08090797038379186
Neurosynth_TFIDF__circuitry	0.06629036649489722	0.06962400335528245
Neurosynth_TFIDF__frontopolar	0.06627438464231444	0.0791552268821033
Neurosynth_TFIDF__inference	0.06626041678260487	0.0
Neurosynth_TFIDF__network	0.0662005478410389	0.08254115501692172
Neurosynth_TFIDF__patient group	0.06618778919722113	0.0210886538377228
Neurosynth_TFIDF__underlie	0.06613143829819995	0.09472783280934806
Neurosynth_TFIDF__view	0.06607580150765552	0.08083410295248335
Neurosynth_TFIDF__16	0.06601717910631867	0.09206417317425353
Neurosynth_TFIDF__40	0.06600283102744885	0.06320372243768403
Neurosynth_TFIDF__awareness	0.06598116951595615	0.07994816140954979
Neurosynth_TFIDF__frontal gyrus	0.06597178214979812	0.07588641666280965
Neurosynth_TFIDF__scale	0.06595429585664395	0.05674830401188778
Neurosynth_TFIDF__event design	0.06590745966568254	0.04221130299696871
Neurosynth_TFIDF__ips	0.06586851606433748	0.06956610697837515
Neurosynth_TFIDF__auditory cortex	0.06583632067678549	0.04559823004864104
Neurosynth_TFIDF__median	0.06582491806091317	0.05224566997740329
Neurosynth_TFIDF__automated	0.0657742818789855	0.073901530781105
Neurosynth_TFIDF__integrated	0.06567530793149318	0.015746285966070427
Neurosynth_TFIDF__scanned using	0.06563256704953362	0.03823156931594275
Neurosynth_TFIDF__phase	0.06559758926334652	0.07074640437616393
Neurosynth_TFIDF__changing	0.0655853427384768	0.048764279145032084
Neurosynth_TFIDF__includes	0.06550547012752195	0.04975098554838218
Neurosynth_TFIDF__blood flow	0.06547628749645801	0.07197044818306503
Neurosynth_TFIDF__meaningful	0.065432834034423	0.017657305607987783
Neurosynth_TFIDF__time task	0.06542284136854054	0.0611987605366426
Neurosynth_TFIDF__seven	0.06535105016951102	0.07792194999123937
Neurosynth_TFIDF__important role	0.06530691454488154	0.06367577186863546
Neurosynth_TFIDF__primary	0.06527708424959958	0.08048540091661442
Neurosynth_TFIDF__mind	0.06526881040849108	0.10374468642484964
Neurosynth_TFIDF__remained	0.06524378465775656	0.06539323054137437
Neurosynth_TFIDF__worse	0.0652005371513262	0.05423685342449489
Neurosynth_TFIDF__included	0.0651979304751144	0.07269235008185675
Neurosynth_TFIDF__emotional valence	0.06519597970771679	0.06574635159291087
Neurosynth_TFIDF__manual	0.06518600224413931	0.05407004958041081
Neurosynth_TFIDF__plasticity	0.0651859835200494	0.03333530715832325
Neurosynth_TFIDF__directly	0.06515991700203468	0.10094199121108535
Neurosynth_TFIDF__directions	0.06514001069962831	0.050623549756218744
Neurosynth_TFIDF__mean age	0.0651207513827788	0.061064395451912785
Neurosynth_TFIDF__intraparietal	0.06511785836802295	0.07436134543951557
Neurosynth_TFIDF__known involved	0.0651095007577565	0.09780940902534824
Neurosynth_TFIDF__gyrus inferior	0.06508483106688409	0.1030326952317077
Neurosynth_TFIDF__behavioral performance	0.06499306788398035	0.06521995256064285
Neurosynth_TFIDF__structures involved	0.06498634972802902	0.0
Neurosynth_TFIDF__implicate	0.06496051804650262	0.049713949137138176
Neurosynth_TFIDF__additional	0.06495056650459802	0.08722587250705088
Neurosynth_TFIDF__characteristic	0.06490504620138257	0.05751724332274424
Neurosynth_TFIDF__essential	0.0648457570730181	0.09058053965348298
Neurosynth_TFIDF__healthy controls	0.06471632955463834	0.0800124239759672
Neurosynth_TFIDF__practice	0.0646965564483051	0.05978894527378568
Neurosynth_TFIDF__software	0.0646784014233743	0.057458650966085816
Neurosynth_TFIDF__consecutive	0.06462817920188783	0.08204862841566025
Neurosynth_TFIDF__normally	0.06461723418122224	0.06251357628116078
Neurosynth_TFIDF__temporal gyri	0.06455641581506616	0.08408671629319595
Neurosynth_TFIDF__shifted	0.06454298209811779	0.06634293223070503
Neurosynth_TFIDF__received	0.06452009372333149	0.06629841385708761
Neurosynth_TFIDF__motor	0.0645020847463681	0.0703429012454356
Neurosynth_TFIDF__question	0.06448062010324525	0.09461252738903773
Neurosynth_TFIDF__lobes	0.0644589946342773	0.06989753796875767
Neurosynth_TFIDF__extending	0.06441856296576842	0.05277296898450963
Neurosynth_TFIDF__concurrently	0.06441683703095741	0.04866641351481718
Neurosynth_TFIDF__patterns	0.06438319889557534	0.07610628567796288
Neurosynth_TFIDF__magnitude	0.06437685107360425	0.06354532090820551
Neurosynth_TFIDF__true	0.06435138245185464	0.052186860265317506
Neurosynth_TFIDF__striatal	0.0643115846266603	0.05956370704406483
Neurosynth_TFIDF__targets	0.06427730084575811	0.1032028056322888
Neurosynth_TFIDF__individuals	0.06426146096963894	0.08182508280300421
Neurosynth_TFIDF__direct	0.06421840803328033	0.07189729098264601
Neurosynth_TFIDF__static	0.0641293859686747	0.10273985885335887
Neurosynth_TFIDF__supported	0.06406937450567148	0.07554766153128835
Neurosynth_TFIDF__segregation	0.06406076914045687	0.09443772930323703
Neurosynth_TFIDF__factors	0.0640597088782927	0.07132144829483826
Neurosynth_TFIDF__varied	0.06405447931702309	0.049036940108867465
Neurosynth_TFIDF__according	0.0640261602152302	0.049296225464903
Neurosynth_TFIDF__class	0.06388298765001434	0.029602002525866804
Neurosynth_TFIDF__executive control	0.06382580837692257	0.04141222042585887
Neurosynth_TFIDF__cortex pfc	0.06364984373335195	0.04865822942633903
Neurosynth_TFIDF__pfc	0.06364984373335195	0.04865822942633903
Neurosynth_TFIDF__age gender	0.0636458607411511	0.05437787260250513
Neurosynth_TFIDF__maintaining	0.0636383036685547	0.012697404267074346
Neurosynth_TFIDF__anterior intraparietal	0.06361960138127062	0.06433970203768198
Neurosynth_TFIDF__underlying	0.06355770246211458	0.07296539329399933
Neurosynth_TFIDF__employed	0.06355692008656044	0.06474476699066253
Neurosynth_TFIDF__integrative	0.0635520803001327	0.06653625784051075
Neurosynth_TFIDF__sensorimotor	0.06350900651754664	0.06886888921741419
Neurosynth_TFIDF__intraparietal sulcus	0.06348912772556514	0.07423728556727262
Neurosynth_TFIDF__paralimbic	0.0634700028939884	0.09047637171075365
Neurosynth_TFIDF__distributed	0.06337071194550901	0.06837223082941543
Neurosynth_TFIDF__3t	0.06328799494304788	0.0207564625225699
Neurosynth_TFIDF__stimuli presented	0.0632747044803481	0.09200175433877707
Neurosynth_TFIDF__paradigm	0.06323633479532634	0.06735716657861293
Neurosynth_TFIDF__spatial information	0.06320911503095406	0.09181526418983423
Neurosynth_TFIDF__time series	0.06313792863400874	0.024365754347136788
Neurosynth_TFIDF__expression	0.06310532385054078	0.020544808315102085
Neurosynth_TFIDF__overt	0.06309849729030888	0.10026623893830437
Neurosynth_TFIDF__cost	0.06308211115589878	0.05567307873482754
Neurosynth_TFIDF__prolonged	0.06303876355304076	0.01415489052039785
Neurosynth_TFIDF__levels	0.06303780271365537	0.07152807129471679
Neurosynth_TFIDF__dissociable	0.06301705526899452	0.05730016795948669
Neurosynth_TFIDF__bipolar	0.06300513382061929	0.0319126969987527
Neurosynth_TFIDF__severe	0.06298604455467322	0.08495311022782266
Neurosynth_TFIDF__formation	0.06297215188474353	0.07340767486284532
Neurosynth_TFIDF__measuring	0.0629714861487443	0.058293994119713255
Neurosynth_TFIDF__maintenance	0.06296456785220443	0.07037462244008326
Neurosynth_TFIDF__spontaneous	0.06296069605711793	0.06263117323373432
Neurosynth_TFIDF__wm task	0.06294857440691555	0.029331052270141905
Neurosynth_TFIDF__carried	0.06291149360219049	0.05926275131144988
Neurosynth_TFIDF__sentence	0.06288410639560578	0.09616021426082678
Neurosynth_TFIDF__appropriate	0.06288226703213048	0.09556389592251748
Neurosynth_TFIDF__vbm	0.06287570155252648	0.0
Neurosynth_TFIDF__morphometry vbm	0.06287570155252648	0.0
Neurosynth_TFIDF__morphology	0.06287570155252648	0.0
Neurosynth_TFIDF__cross	0.06283039851407239	0.06189600230756613
Neurosynth_TFIDF__extracted	0.06278566742850655	0.05972365990657991
Neurosynth_TFIDF__si	0.06276519987482859	0.07577100555791481
Neurosynth_TFIDF__linear	0.06266856892897875	0.06014504817745569
Neurosynth_TFIDF__differentiated	0.06263156889099072	0.05038415684454558
Neurosynth_TFIDF__component	0.06261932576474638	0.08196711295740576
Neurosynth_TFIDF__distance	0.06251053367867913	0.08345177266609222
Neurosynth_TFIDF__involved	0.0625011805554009	0.07692208702102037
Neurosynth_TFIDF__known	0.06248828835754685	0.07184350322647734
Neurosynth_TFIDF__abilities	0.06247256898384389	0.11089138195871355
Neurosynth_TFIDF__hand	0.06244484701591346	0.07777202448437513
Neurosynth_TFIDF__year	0.062353878216815393	0.0648324135245873
Neurosynth_TFIDF__responding	0.06234231481041759	0.05775207857584715
Neurosynth_TFIDF__importantly	0.06234013375557067	0.08519567847590573
Neurosynth_TFIDF__failure	0.06228252680354011	0.059342855901400544
Neurosynth_TFIDF__eeg	0.06226574149905861	0.06405343723829252
Neurosynth_TFIDF__concentration	0.06223584033781943	0.05220507342752742
Neurosynth_TFIDF__organization	0.06220506628226524	0.07638227428122552
Neurosynth_TFIDF__technique	0.062197062120806286	0.11607653490839151
Neurosynth_TFIDF__sensory	0.062165588932716835	0.0772383423902175
Neurosynth_TFIDF__deficits	0.06215299326248497	0.07840094283005784
Neurosynth_TFIDF__scans	0.062132568719716015	0.05987013329864539
Neurosynth_TFIDF__12	0.06211635058721122	0.06503191053067109
Neurosynth_TFIDF__produced	0.0621078326217796	0.08010891128874163
Neurosynth_TFIDF__25	0.06210234727567687	0.06492562517025881
Neurosynth_TFIDF__button	0.062093300398552334	0.09713934933849366
Neurosynth_TFIDF__achieve	0.06207942846198234	0.05885635391755492
Neurosynth_TFIDF__series	0.062070547738252616	0.05589770221127916
Neurosynth_TFIDF__inhibit	0.0620525949976758	0.06758662153106881
Neurosynth_TFIDF__implicated	0.06199495855812096	0.0735203461981387
Neurosynth_TFIDF__executive	0.06195213712322466	0.060598033162408825
Neurosynth_TFIDF__49	0.06190664133535249	0.009395463254729354
Neurosynth_TFIDF__number	0.06186231547776671	0.0793955668889954
Neurosynth_TFIDF__proposed	0.061850992212903265	0.07065670286482673
Neurosynth_TFIDF__appraisal	0.061792031851279745	0.06916012739213216
Neurosynth_TFIDF__systems involved	0.06178486374349493	0.04872103473328427
Neurosynth_TFIDF__cerebral blood	0.061776851627649995	0.07513815689415419
Neurosynth_TFIDF__segregated	0.06172359148039333	0.08810905542724003
Neurosynth_TFIDF__higher	0.061718803691173246	0.08604987866865288
Neurosynth_TFIDF__discriminated	0.061670916234937534	0.06287362862289705
Neurosynth_TFIDF__did	0.06163810590264167	0.07499062585311948
Neurosynth_TFIDF__characterize	0.06158343967523844	0.061382947457677015
Neurosynth_TFIDF__baseline	0.06158212899681459	0.08309583089110399
Neurosynth_TFIDF__predictions	0.06157569897401388	0.04070291999990872
Neurosynth_TFIDF__powerful	0.0615702240967758	0.046548538565875444
Neurosynth_TFIDF__maximum	0.06153264219784775	0.04435645897906776
Neurosynth_TFIDF__yield	0.0615278515872299	0.05681295451778046
Neurosynth_TFIDF__arousal	0.06149055078813821	0.07940530080476918
Neurosynth_TFIDF__input	0.061452218771409314	0.07561175741842582
Neurosynth_TFIDF__derived	0.06142951787776938	0.06076148136738081
Neurosynth_TFIDF__interpret	0.06142365936733329	0.07495101071089959
Neurosynth_TFIDF__enables	0.061422278267185736	0.06539845763424924
Neurosynth_TFIDF__ipsilateral	0.0614012881092463	0.08849706606796534
Neurosynth_TFIDF__status	0.0613912155737985	0.05404408963347876
Neurosynth_TFIDF__cohort	0.061355289401895455	0.02247221774272901
Neurosynth_TFIDF__average	0.06135267169064024	0.05319492922763631
Neurosynth_TFIDF__functioning	0.0613455728863118	0.06050216192829972
Neurosynth_TFIDF__control	0.06132043913710251	0.07464441064588676
Neurosynth_TFIDF__separation	0.061307833335476195	0.039155491792961857
Neurosynth_TFIDF__expectations	0.061279081275620054	0.03859218409607579
Neurosynth_TFIDF__largely	0.06125850785536184	0.05652880416420991
Neurosynth_TFIDF__ones	0.06125231508589665	0.04468389050066756
Neurosynth_TFIDF__small	0.06120156689724842	0.07707121143246334
Neurosynth_TFIDF__variability	0.061194290127673266	0.054090684252279045
Neurosynth_TFIDF__positive negative	0.06114413623387121	0.057212597112692255
Neurosynth_TFIDF__cortices	0.061120921018777266	0.07438061432950169
Neurosynth_TFIDF__speech	0.06110119112900594	0.06844813043118113
Neurosynth_TFIDF__bilinguals	0.06106381489439903	0.06426643194343139
Neurosynth_TFIDF__temporal inferior	0.061024046700551116	0.026882208867688794
Neurosynth_TFIDF__movement	0.061020054810442655	0.05773640612494057
Neurosynth_TFIDF__stroop	0.061017828821991985	0.06771814831648967
Neurosynth_TFIDF__working	0.06101575238491091	0.06843623416808124
Neurosynth_TFIDF__chinese	0.061001532761208	0.02915974695157444
Neurosynth_TFIDF__cortex dlpfc	0.060968957205732754	0.03482166815553664
Neurosynth_TFIDF__sided	0.060965238425773303	0.06048269547158964
Neurosynth_TFIDF__enhancement	0.06094561381349477	0.05804577625296446
Neurosynth_TFIDF__clinically	0.06090212199203376	0.05964818207464067
Neurosynth_TFIDF__processed	0.06089098286059649	0.0784397922305409
Neurosynth_TFIDF__responses	0.060888214017707894	0.08015090801805892
Neurosynth_TFIDF__working memory	0.06086115239187354	0.06919617553619378
Neurosynth_TFIDF__eye	0.060861126453485404	0.07337635392510725
Neurosynth_TFIDF__visually presented	0.06074041842852886	0.04348432121526382
Neurosynth_TFIDF__attentional control	0.06066309077183619	0.03939256598767351
Neurosynth_TFIDF__experience	0.06056690837823167	0.09393863221860813
Neurosynth_TFIDF__typical	0.060528641937623376	0.036984529333619565
Neurosynth_TFIDF__stroop task	0.060516770615028796	0.043990426040003534
Neurosynth_TFIDF__designs	0.06044949502617923	0.030912488604885675
Neurosynth_TFIDF__semantic memory	0.060429931722355466	0.048158793900199934
Neurosynth_TFIDF__requirements	0.060395817546103146	0.05028891447288135
Neurosynth_TFIDF__identify	0.0603651227977441	0.09369183995950826
Neurosynth_TFIDF__contrast	0.06033245579129456	0.08230781211690322
Neurosynth_TFIDF__signal	0.06032641572259961	0.07740813244929008
Neurosynth_TFIDF__focusing	0.06027061561386725	0.08273362153470452
Neurosynth_TFIDF__mediated	0.06019484030736434	0.07094290927851991
Neurosynth_TFIDF__detected	0.06018124794256806	0.0866250097586239
Neurosynth_TFIDF__widely	0.06015475959582197	0.0565500371028578
Neurosynth_TFIDF__context	0.06014392495629173	0.10477769802506273
Neurosynth_TFIDF__modulate	0.06013529078416879	0.047177554420331315
Neurosynth_TFIDF__morphometry	0.060111038450810395	0.06560831490447898
Neurosynth_TFIDF__imagery	0.0601083254011044	0.06724384428426218
Neurosynth_TFIDF__visuo spatial	0.06009495773716592	0.029858587599089877
Neurosynth_TFIDF__means	0.06000752403073459	0.10445065832474296
Neurosynth_TFIDF__significance	0.0600042595912065	0.06795104369307414
Neurosynth_TFIDF__preferentially	0.059985258812139584	0.06695568086832616
Neurosynth_TFIDF__axis	0.05997772007546314	0.04890278971134062
Neurosynth_TFIDF__amygdala hippocampus	0.05996979163970053	0.0932343451368934
Neurosynth_TFIDF__reach	0.0599653422666713	0.06837605534976493
Neurosynth_TFIDF__detection	0.05994527287576595	0.09276435799946585
Neurosynth_TFIDF__dorsal premotor	0.05981771125536306	0.06779134006649919
Neurosynth_TFIDF__structures	0.059815144576350794	0.08066526743128823
Neurosynth_TFIDF__list	0.0598000387687401	0.04271357860532139
Neurosynth_TFIDF__parametric	0.05979583129003748	0.047730735093355056
Neurosynth_TFIDF__separately	0.05970907664143836	0.05241879708041088
Neurosynth_TFIDF__mediate	0.059636473986058355	0.0615459863935597
Neurosynth_TFIDF__indicated	0.059628811333818275	0.08416386957219879
Neurosynth_TFIDF__learning task	0.059585395993958366	0.04458105026867507
Neurosynth_TFIDF__handed	0.05955911758752601	0.06435372145266287
Neurosynth_TFIDF__large	0.05953715183894936	0.07580162196533345
Neurosynth_TFIDF__sequence	0.05950670998059913	0.05758782754444889
Neurosynth_TFIDF__similarity	0.05944915675279138	0.0760045470306621
Neurosynth_TFIDF__behavioral	0.05937827251849134	0.10338645743339782
Neurosynth_TFIDF__displayed	0.059364200065377126	0.0757229890264112
Neurosynth_TFIDF__perception	0.05933976665099777	0.07299412571538941
Neurosynth_TFIDF__track	0.05929156658317951	0.04382519347935999
Neurosynth_TFIDF__detect	0.05929070454471287	0.07181563928122751
Neurosynth_TFIDF__theory	0.05926752229907942	0.06933343004341123
Neurosynth_TFIDF__fronto	0.05921631225105853	0.0872819801405322
Neurosynth_TFIDF__temporal parietal	0.05918513978236505	0.07957128012433289
Neurosynth_TFIDF__reveals	0.0591449031770572	0.10503055934474295
Neurosynth_TFIDF__event functional	0.05913844174712927	0.07170084517076108
Neurosynth_TFIDF__adapted	0.05902684250378728	0.06307261300243165
Neurosynth_TFIDF__resources	0.05901075136178077	0.08555494336013013
Neurosynth_TFIDF__integration	0.058925931005005365	0.08566885213316756
Neurosynth_TFIDF__responsible	0.05880032816439211	0.06536597413912058
Neurosynth_TFIDF__temporal lobe	0.058773224586601086	0.07596535869056296
Neurosynth_TFIDF__simple	0.058767833464083645	0.06644371727315326
Neurosynth_TFIDF__task demands	0.05875495025797805	0.06607646007754421
Neurosynth_TFIDF__articulatory	0.05872143216176422	0.053592154694314185
Neurosynth_TFIDF__despite	0.058703920266285216	0.10181503867856043
Neurosynth_TFIDF__brodmann ba	0.05870321221626828	0.08112640718672466
Neurosynth_TFIDF__varying	0.05866788577695766	0.06720939086372421
Neurosynth_TFIDF__role	0.058666211102267954	0.08981748781221334
Neurosynth_TFIDF__monkey	0.05856775599398696	0.08371404649914528
Neurosynth_TFIDF__longer	0.058548130045069265	0.07036198712794504
Neurosynth_TFIDF__inferior parietal	0.05851352854639185	0.06813808700452989
Neurosynth_TFIDF__contrary	0.058485252366600717	0.04287955974795248
Neurosynth_TFIDF__resting	0.058461023804965005	0.10416667600069703
Neurosynth_TFIDF__reaction	0.05846029005403288	0.07348737415161465
Neurosynth_TFIDF__elucidate	0.05845527666820857	0.07715852084987453
Neurosynth_TFIDF__respect	0.05837405654523682	0.07387860848032472
Neurosynth_TFIDF__understood	0.05835738998245164	0.056160486241020366
Neurosynth_TFIDF__drugs	0.0583470400404982	0.031000375276408133
Neurosynth_TFIDF__illness	0.058282005902528786	0.02718956908066221
Neurosynth_TFIDF__involve	0.05828067892030209	0.07097123720868165
Neurosynth_TFIDF__parallel	0.05821980398222391	0.03796558868946123
Neurosynth_TFIDF__identical	0.058165159194504754	0.078146901417593
Neurosynth_TFIDF__lexical decision	0.05807626447909738	0.055092253076668284
Neurosynth_TFIDF__generalized	0.05807316643824183	0.05611308303318561
Neurosynth_TFIDF__hz	0.05807145787872618	0.06336568017345501
Neurosynth_TFIDF__tissue	0.05806835007278471	0.10083998546875057
Neurosynth_TFIDF__unique	0.05805448451360048	0.05321901313180819
Neurosynth_TFIDF__dysregulation	0.05797212298310254	0.0
Neurosynth_TFIDF__aberrant	0.05792070636089623	0.004954995191631607
Neurosynth_TFIDF__tract	0.05789969724824247	0.013478435367502945
Neurosynth_TFIDF__verbal fluency	0.05787444076724355	0.039629878846415514
Neurosynth_TFIDF__suggested	0.057871851951917866	0.05533934584583827
Neurosynth_TFIDF__conscious	0.057866988470896066	0.06973143339694556
Neurosynth_TFIDF__hypothesize	0.05786494332784957	0.0
Neurosynth_TFIDF__consequently	0.05786494332784957	0.0
Neurosynth_TFIDF__available	0.057860281256007666	0.09942339255179591
Neurosynth_TFIDF__reliable	0.05785479464940291	0.05747875476139253
Neurosynth_TFIDF__core	0.05785123645321063	0.10716319203852395
Neurosynth_TFIDF__trials	0.05783026116110615	0.060474170046007136
Neurosynth_TFIDF__gyrus	0.05782548231681566	0.07484138373099809
Neurosynth_TFIDF__represented	0.057822890077475875	0.08328397601659612
Neurosynth_TFIDF__cross modal	0.05778823245530164	0.06378192158687107
Neurosynth_TFIDF__endogenous	0.05772706991879953	0.0725425456826265
Neurosynth_TFIDF__weeks	0.057726687893451235	0.055682843539410734
Neurosynth_TFIDF__anxiety	0.057719762243991196	0.055058063428150235
Neurosynth_TFIDF__identifying	0.057665671704490336	0.08842180916231386
Neurosynth_TFIDF__signals	0.05765621365071791	0.08059758854759391
Neurosynth_TFIDF__action observation	0.057643237850429636	0.0
Neurosynth_TFIDF__shift	0.057628044169613465	0.07468270800215843
Neurosynth_TFIDF__lower	0.057625482470875	0.09242271708721483
Neurosynth_TFIDF__delayed	0.057613372077985586	0.08689108839590216
Neurosynth_TFIDF__episode	0.057606090844009514	0.05190382415844789
Neurosynth_TFIDF__cerebellum	0.05760352399191191	0.07717249812562631
Neurosynth_TFIDF__seen	0.057591347800599255	0.07211563656648587
Neurosynth_TFIDF__contrasting	0.0575383477483932	0.10598884784388916
Neurosynth_TFIDF__conducted	0.05749733443708315	0.06615234999505695
Neurosynth_TFIDF__finally	0.05749305650622172	0.08198424769364036
Neurosynth_TFIDF__parametrically	0.05746881057281246	0.03979588873128215
Neurosynth_TFIDF__designed	0.05746562976127432	0.056784856320414086
Neurosynth_TFIDF__experimental conditions	0.057389970651559166	0.05571726822557883
Neurosynth_TFIDF__internal	0.057373178139313946	0.04715369566685363
Neurosynth_TFIDF__engaged	0.057368888986190254	0.0757122825555528
Neurosynth_TFIDF__non	0.05732767555023111	0.06370292594412603
Neurosynth_TFIDF__exposed	0.057323565723714255	0.07735819530005927
Neurosynth_TFIDF__level	0.05729739730465492	0.08906892425983302
